InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
564818,21889,WOODEN BOX OF DOMINOES,1,30-08-2011 12:10,2.46,,United Kingdom
551346,21866,UNION JACK FLAG LUGGAGE TAG,12,28-04-2011 09:12,1.25,12362.0,Belgium
539663,22481,BLACK TEA TOWEL CLASSIC DESIGN,4,21-12-2010 10:26,1.25,17961.0,United Kingdom
561648,22123,PING MICROWAVE APRON,5,28-07-2011 15:21,1.95,15746.0,United Kingdom
560281,22534,MAGIC DRAWING SLATE SPACEBOY ,2,17-07-2011 15:59,0.42,17984.0,United Kingdom
547036,21914,BLUE HARMONICA IN BOX ,24,20-03-2011 10:35,1.25,17017.0,United Kingdom
563350,22111,SCOTTIE DOG HOT WATER BOTTLE,2,15-08-2011 14:10,4.95,14498.0,United Kingdom
569667,23396,LE JARDIN BOTANIQUE CUSHION COVER,4,05-10-2011 13:42,3.75,17521.0,United Kingdom
544673,90186B,CRYSTAL HOOP EARRING FLORAL LEAF,1,22-02-2011 15:46,2.95,13421.0,United Kingdom
543629,21889,WOODEN BOX OF DOMINOES,1,10-02-2011 15:55,3.29,,United Kingdom
545713,22746,POPPY'S PLAYHOUSE LIVINGROOM ,1,07-03-2011 10:12,3.29,,United Kingdom
559673,23206,LUNCH BAG APPLE DESIGN,10,11-07-2011 14:10,1.65,13224.0,United Kingdom
574740,22714,CARD BIRTHDAY COWBOY,24,06-11-2011 16:07,0.42,12357.0,Switzerland
553184,21908,CHOCOLATE THIS WAY METAL SIGN,1,15-05-2011 12:33,2.1,13232.0,United Kingdom
571458,21761,damaged,-2,17-10-2011 14:02,0.0,,United Kingdom
537224,70006,LOVE HEART POCKET WARMER,2,05-12-2010 16:24,1.65,13174.0,United Kingdom
543124,22241,GARLAND WOODEN HAPPY EASTER,12,03-02-2011 14:15,1.25,15311.0,United Kingdom
559337,22553,PLASTERS IN TIN SKULLS,1,07-07-2011 16:27,3.29,,United Kingdom
577844,21154,RED RETROSPOT OVEN GLOVE ,6,22-11-2011 10:41,3.29,,United Kingdom
576779,23081,GREEN METAL BOX ARMY SUPPLIES,2,16-11-2011 13:25,8.25,14554.0,United Kingdom
574009,22714,CARD BIRTHDAY COWBOY,12,02-11-2011 11:49,0.42,15750.0,United Kingdom
572192,35833P,4 PINK FLOCK CHRISTMAS BALLS,1,21-10-2011 11:30,1.25,18118.0,United Kingdom
574340,23502,PLAYING CARDS VINTAGE DOILY ,5,04-11-2011 10:08,1.25,17377.0,United Kingdom
578248,22723,SET OF 6 HERB TINS SKETCHBOOK,3,23-11-2011 12:40,3.95,16255.0,United Kingdom
560723,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1,20-07-2011 13:53,9.95,16464.0,United Kingdom
545812,21976,PACK OF 60 MUSHROOM CAKE CASES,24,07-03-2011 12:26,0.55,14214.0,United Kingdom
560997,20725,LUNCH BAG RED RETROSPOT,20,22-07-2011 13:59,1.65,12627.0,Germany
540832,22327,ROUND SNACK BOXES SET OF 4 SKULLS,4,11-01-2011 14:42,6.63,,United Kingdom
537374,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,06-12-2010 12:55,2.95,17259.0,United Kingdom
576518,23464,VINTAGE ZINC WATERING CAN SMALL,1,15-11-2011 12:25,4.95,16361.0,United Kingdom
548737,15056P,EDWARDIAN PARASOL PINK,3,04-04-2011 11:18,5.95,12682.0,France
567817,23301,GARDENERS KNEELING PAD KEEP CALM ,6,22-09-2011 12:41,1.65,15005.0,United Kingdom
574547,21866,UNION JACK FLAG LUGGAGE TAG,1,04-11-2011 15:08,1.25,17841.0,United Kingdom
552652,21464,DISCO BALL ROTATOR BATTERY OPERATED,1,10-05-2011 14:09,4.25,14591.0,United Kingdom
544778,21497,FANCY FONTS BIRTHDAY WRAP,25,23-02-2011 12:03,0.42,14978.0,United Kingdom
C574712,22778,GLASS CLOCHE SMALL,-1,06-11-2011 14:25,3.95,14502.0,United Kingdom
557293,23302,KNEELING MAT HOUSEWORK  DESIGN,2,19-06-2011 13:26,1.65,16326.0,United Kingdom
579001,20728,LUNCH BAG CARS BLUE,3,27-11-2011 16:19,1.65,15555.0,United Kingdom
573305,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4,28-10-2011 16:13,1.45,17837.0,United Kingdom
548312,21408,SPOTTY PINK DUCK DOORSTOP,4,30-03-2011 12:12,4.25,16059.0,United Kingdom
544368,21563,RED HEART SHAPE LOVE BUCKET ,1,18-02-2011 11:27,2.95,14057.0,United Kingdom
548894,22678,FRENCH BLUE METAL DOOR SIGN 3,1,04-04-2011 16:01,2.46,,United Kingdom
556886,21094,SET/6 RED SPOTTY PAPER PLATES,12,15-06-2011 12:34,0.85,12624.0,France
569566,22738,RIBBON REEL SNOWY VILLAGE,30,05-10-2011 09:55,1.65,14739.0,United Kingdom
571438,21754,HOME BUILDING BLOCK WORD,3,17-10-2011 13:25,6.25,15066.0,United Kingdom
538709,22759,SET OF 3 NOTEBOOKS IN PARCEL,1,14-12-2010 10:46,1.65,16442.0,United Kingdom
C571925,85185B,PINK HORSE SOCK PUPPET KIT,-1,19-10-2011 16:31,2.95,13115.0,United Kingdom
575728,20985,HEART CALCULATOR,12,10-11-2011 19:40,1.25,14911.0,EIRE
539742,22301,COFFEE MUG CAT + BIRD DESIGN,1,21-12-2010 15:20,5.06,,United Kingdom
572771,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,26-10-2011 10:24,1.65,16173.0,United Kingdom
562596,23203,JUMBO BAG DOILEY PATTERNS,10,08-08-2011 09:22,2.08,16145.0,United Kingdom
578947,17003,BROCADE RING PURSE ,36,27-11-2011 13:49,0.39,14547.0,United Kingdom
576639,21695,SMALL SILVER FLOWER CANDLE POT,6,16-11-2011 09:43,2.95,13894.0,United Kingdom
559000,22893,MINI CAKE STAND T-LIGHT HOLDER,12,05-07-2011 12:15,0.42,14099.0,United Kingdom
581251,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,08-12-2011 11:02,2.95,18210.0,United Kingdom
568721,20679,EDWARDIAN PARASOL RED,1,28-09-2011 16:24,12.46,,United Kingdom
570235,84836,ZINC METAL HEART DECORATION,2,09-10-2011 14:30,1.25,13193.0,United Kingdom
581514,22644,CERAMIC CHERRY CAKE MONEY BANK,4,09-12-2011 11:20,0.39,17754.0,United Kingdom
541969,22183,CAKE STAND VICTORIAN FILIGREE MED,2,24-01-2011 13:46,5.79,,United Kingdom
555115,20726,LUNCH BAG WOODLAND,5,31-05-2011 14:58,4.96,,United Kingdom
539415,22617,BAKING SET SPACEBOY DESIGN,12,17-12-2010 13:49,4.95,15204.0,United Kingdom
568040,23168,CLASSIC CAFE SUGAR DISPENSER,12,23-09-2011 12:09,1.25,12681.0,France
556722,23092,LARGE ANTIQUE WHITE PHOTO FRAME,2,14-06-2011 11:23,7.9,17428.0,United Kingdom
569700,DOT,DOTCOM POSTAGE,1,05-10-2011 15:56,195.37,,United Kingdom
544400,22082,RIBBON REEL STRIPES DESIGN ,50,18-02-2011 12:31,1.65,14101.0,United Kingdom
543732,21931,JUMBO STORAGE BAG SUKI,3,11-02-2011 12:02,4.13,,United Kingdom
543899,22503,CABIN BAG VINTAGE PAISLEY,6,14-02-2011 12:11,24.95,,EIRE
550208,22271,FELTCRAFT DOLL ROSIE,1,15-04-2011 10:39,5.79,,United Kingdom
547250,21354,TOAST ITS - BEST MUM,10,22-03-2011 09:30,2.46,,United Kingdom
567944,21621,VINTAGE UNION JACK BUNTING,3,22-09-2011 19:54,8.5,14562.0,United Kingdom
561670,21034,REX CASH+CARRY JUMBO SHOPPER,1,28-07-2011 17:15,0.95,17373.0,United Kingdom
556127,22620,4 TRADITIONAL SPINNING TOPS,12,09-06-2011 10:23,1.45,12406.0,Denmark
552949,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,4,12-05-2011 12:01,0.83,16033.0,United Kingdom
576665,23118,PARISIENNE JEWELLERY DRAWER ,1,16-11-2011 11:46,7.5,17841.0,United Kingdom
554920,22841,ROUND CAKE TIN VINTAGE GREEN,2,27-05-2011 12:41,7.95,16275.0,United Kingdom
579546,85099C,JUMBO  BAG BAROQUE BLACK WHITE,3,30-11-2011 10:37,2.08,,United Kingdom
537240,22444,GROW YOUR OWN PLANT IN A CAN ,6,06-12-2010 10:08,2.51,,United Kingdom
540179,22653,BUTTON BOX ,2,05-01-2011 12:54,1.95,16033.0,United Kingdom
541283,84992,72 SWEETHEART FAIRY CAKE CASES,24,17-01-2011 12:34,0.55,12820.0,United Kingdom
544941,47566,PARTY BUNTING,4,25-02-2011 10:25,4.95,12841.0,United Kingdom
541850,85187,S/12 MINI RABBIT EASTER,2,23-01-2011 13:58,1.65,14224.0,United Kingdom
569894,22417,PACK OF 60 SPACEBOY CAKE CASES,1,06-10-2011 15:53,0.55,15707.0,United Kingdom
575875,21169,YOU'RE CONFUSING ME METAL SIGN ,1,11-11-2011 13:06,4.13,,United Kingdom
552044,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,06-05-2011 09:14,1.25,17423.0,United Kingdom
547385,85204,HANGING WOOD AND FELT FLOWER,1,22-03-2011 15:48,0.42,,United Kingdom
551218,22917,HERB MARKER ROSEMARY,3,27-04-2011 11:41,0.65,18077.0,United Kingdom
543973,84879,ASSORTED COLOUR BIRD ORNAMENT,12,14-02-2011 15:15,1.69,17571.0,United Kingdom
575481,21731,RED TOADSTOOL LED NIGHT LIGHT,1,09-11-2011 16:28,1.65,15679.0,United Kingdom
538071,22595,CHRISTMAS GINGHAM HEART,12,09-12-2010 14:09,1.66,,United Kingdom
569705,22199,FRYING PAN RED RETROSPOT,4,05-10-2011 16:15,4.25,15762.0,United Kingdom
554514,21900,"KEY FOB , SHED",1,24-05-2011 15:58,1.63,,United Kingdom
548728,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,04-04-2011 09:55,2.55,13198.0,United Kingdom
563448,22715,CARD WEDDING DAY,12,16-08-2011 14:28,0.42,15220.0,United Kingdom
580136,22629,SPACEBOY LUNCH BOX ,1,01-12-2011 19:42,1.95,17841.0,United Kingdom
542106,21217,RED RETROSPOT ROUND CAKE TINS,24,25-01-2011 13:37,8.95,12709.0,Germany
549295,22196,SMALL HEART MEASURING SPOONS,1,07-04-2011 19:49,1.63,,United Kingdom
555115,23298,SPOTTY BUNTING,6,31-05-2011 14:58,10.79,,United Kingdom
550779,23206,LUNCH BAG APPLE DESIGN,100,20-04-2011 13:36,1.45,17511.0,United Kingdom
548565,21936,RED RETROSPOT PICNIC BAG,5,01-04-2011 10:23,2.95,16180.0,United Kingdom
581424,23394,POSTE FRANCE CUSHION COVER,4,08-12-2011 15:29,3.75,13890.0,United Kingdom
548012,22900, SET 2 TEA TOWELS I LOVE LONDON ,20,29-03-2011 11:15,2.95,17377.0,United Kingdom
544204,22457,NATURAL SLATE HEART CHALKBOARD ,1,17-02-2011 10:30,5.79,,United Kingdom
563193,23227,FILIGREE HEART BUTTERFLY WHITE ,1,12-08-2011 16:30,2.46,,United Kingdom
577742,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,2,21-11-2011 13:41,3.75,13755.0,United Kingdom
574734,23209,LUNCH BAG VINTAGE DOILY ,1,06-11-2011 15:20,1.65,15025.0,United Kingdom
540995,22134,MINI LADLE LOVE HEART RED ,1,13-01-2011 09:30,0.42,,United Kingdom
560998,21992,VINTAGE PAISLEY STATIONERY SET,12,22-07-2011 14:07,1.25,14243.0,United Kingdom
579470,22547,MINI JIGSAW DINOSAUR ,1,29-11-2011 15:06,0.42,16549.0,United Kingdom
557846,22423,REGENCY CAKESTAND 3 TIER,1,23-06-2011 10:44,12.75,17365.0,United Kingdom
559465,20725,LUNCH BAG RED RETROSPOT,100,08-07-2011 13:26,1.45,14680.0,United Kingdom
540418,21221,SET/4 BADGES CUTE CREATURES,1,07-01-2011 11:04,0.85,,United Kingdom
572540,22469,HEART OF WICKER SMALL,3,24-10-2011 16:17,4.13,,United Kingdom
540239,21915,RED  HARMONICA IN BOX ,12,05-01-2011 14:48,1.25,12682.0,France
561085,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,25-07-2011 09:26,2.08,14367.0,United Kingdom
560552,20829,GLITTER HANGING BUTTERFLY STRING,3,19-07-2011 12:54,2.1,15311.0,United Kingdom
538849,22070,SMALL RED RETROSPOT MUG IN BOX ,3,14-12-2010 13:31,3.75,14415.0,United Kingdom
568668,84510A,SET OF 4 ENGLISH ROSE COASTERS,3,28-09-2011 13:00,1.25,15750.0,United Kingdom
569424,22436,12 COLOURED PARTY BALLOONS,10,04-10-2011 10:49,0.65,15529.0,United Kingdom
550916,21231,SWEETHEART CERAMIC TRINKET BOX,24,21-04-2011 13:39,1.25,17718.0,United Kingdom
560115,22425,ENAMEL COLANDER CREAM,1,15-07-2011 10:05,4.95,17841.0,United Kingdom
537472,21802,CHRISTMAS TREE HEART DECORATION,36,07-12-2010 11:11,0.42,12971.0,United Kingdom
559036,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,05-07-2011 15:14,0.55,12637.0,France
541485,85152,HAND OVER THE CHOCOLATE   SIGN ,1,18-01-2011 13:05,2.1,18118.0,United Kingdom
575886,21212,PACK OF 72 RETROSPOT CAKE CASES,12,11-11-2011 13:57,0.55,12517.0,Germany
571034,23171,REGENCY TEA PLATE GREEN ,12,13-10-2011 12:47,1.65,12359.0,Cyprus
541424,84971S,SMALL HEART FLOWERS HOOK ,3,17-01-2011 17:57,1.63,,United Kingdom
551982,22327,ROUND SNACK BOXES SET OF 4 SKULLS,3,05-05-2011 13:56,2.95,15023.0,United Kingdom
577485,23583,LUNCH BAG PAISLEY PARK  ,2,20-11-2011 11:56,1.65,16360.0,United Kingdom
559338,22613,PACK OF 20 SPACEBOY NAPKINS,2,07-07-2011 16:30,1.63,,United Kingdom
566559,22988,SOLDIERS EGG CUP ,12,13-09-2011 11:52,1.25,18044.0,United Kingdom
558864,22849,BREAD BIN DINER STYLE MINT,1,04-07-2011 12:38,16.95,,EIRE
C576974,22467,GUMBALL COAT RACK,-1,17-11-2011 11:52,2.55,12474.0,Germany
570818,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,12-10-2011 12:47,2.55,17841.0,United Kingdom
570127,22699,ROSES REGENCY TEACUP AND SAUCER ,3,07-10-2011 13:17,2.95,16900.0,United Kingdom
565473,21519,GIN & TONIC DIET GREETING CARD ,12,05-09-2011 10:27,0.42,16717.0,United Kingdom
564838,15036,ASSORTED COLOURS SILK FAN,3,30-08-2011 12:43,1.63,,United Kingdom
566446,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,1,12-09-2011 15:40,2.46,,United Kingdom
547649,22517,CHILDS GARDEN RAKE PINK,2,24-03-2011 12:02,2.1,18118.0,United Kingdom
569372,84997D,CHILDRENS CUTLERY POLKADOT PINK,1,03-10-2011 16:04,8.29,,United Kingdom
552169,21380,WOODEN HAPPY BIRTHDAY GARLAND,12,06-05-2011 12:44,2.95,17800.0,United Kingdom
537666,22183,CAKE STAND VICTORIAN FILIGREE MED,1,07-12-2010 18:36,5.91,,United Kingdom
556502,22147,FELTCRAFT BUTTERFLY HEARTS,12,13-06-2011 08:43,1.45,13761.0,United Kingdom
566300,21181,PLEASE ONE PERSON METAL SIGN,24,11-09-2011 16:05,2.1,18215.0,United Kingdom
576644,22634,CHILDS BREAKFAST SET SPACEBOY ,1,16-11-2011 10:01,19.96,,United Kingdom
544483,21088,SET/6 FRUIT SALAD PAPER CUPS,24,21-02-2011 10:53,0.65,12524.0,Germany
579471,23045,PAPER LANTERN 5 POINT STAR MOON ,1,29-11-2011 15:08,8.29,,United Kingdom
554278,22913,RED COAT RACK PARIS FASHION,1,23-05-2011 13:25,4.95,13831.0,United Kingdom
564137,22412,METAL SIGN NEIGHBOURHOOD WITCH ,12,23-08-2011 11:30,2.1,15722.0,United Kingdom
546569,23193,BUFFALO BILL TREASURE BOOK BOX,8,15-03-2011 10:53,2.25,14016.0,EIRE
559134,22383,LUNCH BAG SUKI DESIGN ,10,06-07-2011 13:14,1.65,12700.0,France
559923,85131D,BEADED CRYSTAL HEART PINK ON STICK,3,13-07-2011 16:07,0.83,,United Kingdom
554285,20682,RED RETROSPOT CHILDRENS UMBRELLA,1,23-05-2011 14:15,6.63,,United Kingdom
573119,23504,PLAYING CARDS JUBILEE UNION JACK,48,27-10-2011 16:21,1.25,15498.0,United Kingdom
546980,21217,RED RETROSPOT ROUND CAKE TINS,2,18-03-2011 12:18,9.95,13591.0,United Kingdom
558368,82613D,METAL SIGN CUPCAKE SINGLE HOOK,8,28-06-2011 15:36,1.25,14329.0,United Kingdom
576837,23219,LAUREL STAR ANTIQUE SILVER ,1,16-11-2011 15:16,2.46,,United Kingdom
553386,22966,GINGERBREAD MAN COOKIE CUTTER,24,16-05-2011 16:22,1.25,13381.0,United Kingdom
541516,35646,VINTAGE BEAD PINK EVENING BAG,3,18-01-2011 17:34,2.46,,United Kingdom
545399,20725,LUNCH BAG RED RETROSPOT,10,02-03-2011 11:48,1.65,14934.0,Channel Islands
551339,21876,POTTERING MUG,1,27-04-2011 17:18,3.29,,United Kingdom
570841,20725,LUNCH BAG RED RETROSPOT,10,12-10-2011 14:18,1.65,12553.0,France
541225,20679,EDWARDIAN PARASOL RED,2,14-01-2011 14:47,5.95,14099.0,United Kingdom
544098,84879,ASSORTED COLOUR BIRD ORNAMENT,8,16-02-2011 10:04,1.69,16019.0,United Kingdom
559051,47585A,PINK FAIRY CAKE CUSHION COVER,1,05-07-2011 16:47,4.13,,United Kingdom
552467,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,09-05-2011 15:29,1.25,15249.0,United Kingdom
571476,85034C,3 ROSE MORRIS BOXED CANDLES,2,17-10-2011 14:51,1.25,13546.0,United Kingdom
571797,22424,ENAMEL BREAD BIN CREAM,1,19-10-2011 11:41,24.96,,United Kingdom
537429,21791,VINTAGE HEADS AND TAILS CARD GAME ,2,06-12-2010 15:54,1.25,12748.0,United Kingdom
558461,22382,LUNCH BAG SPACEBOY DESIGN ,3,29-06-2011 15:03,1.65,13263.0,United Kingdom
542894,48187,DOORMAT NEW ENGLAND,2,01-02-2011 13:45,7.95,12775.0,Netherlands
569677,23311,VINTAGE CHRISTMAS STOCKING ,6,05-10-2011 14:14,2.55,15106.0,United Kingdom
581455,23135,SMALL ZINC HEART WALL ORGANISER,18,08-12-2011 18:25,3.32,18102.0,United Kingdom
575947,21557,SET OF 6 FUNKY BEAKERS,1,13-11-2011 11:50,5.63,,United Kingdom
541213,22023,EMPIRE BIRTHDAY CARD,12,14-01-2011 13:28,0.42,15033.0,United Kingdom
561661,22289,HANGING METAL CHICKEN DECORATION,2,28-07-2011 16:21,1.25,12743.0,Unspecified
554098,21592,RETROSPOT CIGAR BOX MATCHES ,5,22-05-2011 13:01,1.25,14769.0,United Kingdom
558475,22210,WOOD STAMP SET BEST WISHES,10,29-06-2011 15:58,0.83,,United Kingdom
539405,22834,HAND WARMER BABUSHKA DESIGN,48,17-12-2010 12:38,0.85,12621.0,Germany
554151,21675,BUTTERFLIES STICKERS,24,23-05-2011 11:07,0.85,14049.0,United Kingdom
553058,21714,CITRONELLA CANDLE GARDEN POT,6,13-05-2011 10:44,1.25,17790.0,United Kingdom
546223,22084,PAPER CHAIN KIT EMPIRE,40,10-03-2011 12:22,2.55,14854.0,United Kingdom
572225,22940,FELTCRAFT CHRISTMAS FAIRY,8,21-10-2011 13:50,4.25,13157.0,United Kingdom
570332,23321,SMALL WHITE HEART OF WICKER,12,10-10-2011 12:18,1.65,18169.0,United Kingdom
555343,22244,3 HOOK HANGER MAGIC GARDEN,3,02-06-2011 11:42,1.95,15918.0,United Kingdom
541435,21232,STRAWBERRY CERAMIC TRINKET BOX,12,18-01-2011 10:28,1.25,13898.0,United Kingdom
544450,20685,DOORMAT RED RETROSPOT,1,20-02-2011 12:23,7.95,17811.0,United Kingdom
537237,85099B,JUMBO BAG RED RETROSPOT,4,06-12-2010 09:58,4.21,,United Kingdom
538832,21524,DOORMAT SPOTTY HOME SWEET HOME,2,14-12-2010 13:03,7.95,17158.0,United Kingdom
539564,21481,FAWN BLUE HOT WATER BOTTLE,36,20-12-2010 11:45,2.55,18092.0,United Kingdom
544454,21205,MULTICOLOUR 3D BALLS GARLAND,4,20-02-2011 13:13,2.55,13301.0,United Kingdom
541104,20971,PINK BLUE FELT CRAFT TRINKET BOX,3,13-01-2011 14:29,2.46,,United Kingdom
568831,23329,DECORATIVE WICKER HEART LARGE,12,29-09-2011 11:35,1.65,16059.0,United Kingdom
C569958,23292,SPACEBOY CHILDRENS CUP,-8,06-10-2011 18:38,1.25,13266.0,United Kingdom
546950,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,2,18-03-2011 11:24,1.25,16511.0,United Kingdom
580260,84946,ANTIQUE SILVER T-LIGHT GLASS,24,02-12-2011 12:36,1.25,14085.0,United Kingdom
569137,84509a,SET OF 4 ENGLISH ROSE PLACEMATS,1,30-09-2011 14:45,7.46,,United Kingdom
579145,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1,28-11-2011 13:13,1.65,14597.0,United Kingdom
543813,21038,SET/4 MODERN VINTAGE COTTON NAPKINS,2,13-02-2011 15:02,2.95,16897.0,United Kingdom
553888,47590B,PINK HAPPY BIRTHDAY BUNTING,3,19-05-2011 16:09,5.45,15201.0,United Kingdom
544293,21618,4 WILDFLOWER BOTANICAL CANDLES,1,17-02-2011 12:42,3.75,17954.0,United Kingdom
564650,21668,RED STRIPE CERAMIC DRAWER KNOB,96,26-08-2011 14:17,1.06,14646.0,Netherlands
577774,22952,60 CAKE CASES VINTAGE CHRISTMAS,6,21-11-2011 15:57,0.55,16712.0,United Kingdom
563094,22294,HEART FILIGREE DOVE  SMALL,48,11-08-2011 17:35,1.25,14525.0,United Kingdom
580116,22574,HEART WOODEN CHRISTMAS DECORATION,96,01-12-2011 16:28,0.85,15290.0,United Kingdom
578289,22196,SMALL HEART MEASURING SPOONS,1,23-11-2011 14:07,0.85,17841.0,United Kingdom
567176,84706F,RED PEONY TABLE CLOCK,3,18-09-2011 13:40,2.95,15533.0,United Kingdom
547243,85049C,ROMANTIC PINKS RIBBONS ,2,21-03-2011 16:59,1.25,17231.0,United Kingdom
578833,22891,TEA FOR ONE POLKADOT,1,25-11-2011 15:23,8.29,,United Kingdom
547772,22619,SET OF 6 SOLDIER SKITTLES,1,25-03-2011 11:34,3.75,17979.0,United Kingdom
539196,22112,CHOCOLATE HOT WATER BOTTLE,6,16-12-2010 12:09,4.95,18055.0,United Kingdom
557560,22423,REGENCY CAKESTAND 3 TIER,3,21-06-2011 10:37,12.75,15329.0,United Kingdom
547811,22128,PARTY CONES CANDY ASSORTED,6,25-03-2011 14:01,1.25,17368.0,United Kingdom
541219,22208,WOOD STAMP SET THANK YOU,1,14-01-2011 14:06,1.63,,United Kingdom
578846,23493,VINTAGE DOILY TRAVEL SEWING KIT,8,25-11-2011 17:27,1.95,17757.0,United Kingdom
548664,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,01-04-2011 14:45,7.9,14911.0,EIRE
579196,16258A,SWIRLY CIRCULAR RUBBERS IN BAG,3,28-11-2011 15:54,0.83,14096.0,United Kingdom
543345,85066,CREAM SWEETHEART MINI CHEST,1,07-02-2011 12:29,24.96,,United Kingdom
565431,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,6,04-09-2011 13:15,0.85,14965.0,United Kingdom
575206,79321,CHILLI LIGHTS,24,09-11-2011 10:26,4.95,14298.0,United Kingdom
570249,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,10-10-2011 08:58,3.75,17509.0,United Kingdom
566451,79321,CHILLI LIGHTS,6,12-09-2011 16:14,5.75,18069.0,United Kingdom
557315,72800C,4 PINK DINNER CANDLE SILVER FLOCK,2,19-06-2011 16:02,2.55,15535.0,United Kingdom
550515,21385,IVORY HANGING DECORATION  HEART,2,18-04-2011 17:29,0.85,14502.0,United Kingdom
537238,47567B,TEA TIME KITCHEN APRON,2,06-12-2010 10:03,5.95,16161.0,United Kingdom
562538,21524,DOORMAT SPOTTY HOME SWEET HOME,10,05-08-2011 15:07,6.75,15505.0,United Kingdom
538566,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,13-12-2010 11:21,2.98,,United Kingdom
552256,21781,MA CAMPAGNE CUTLERY BOX,1,08-05-2011 10:43,14.95,16621.0,United Kingdom
562024,22998,TRAVEL CARD WALLET KEEP CALM,1,01-08-2011 16:07,0.83,,United Kingdom
557745,23300,GARDENERS KNEELING PAD CUP OF TEA ,2,22-06-2011 12:16,1.65,15750.0,United Kingdom
575487,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,09-11-2011 17:11,0.55,15450.0,United Kingdom
562725,22219,LOVEBIRD HANGING DECORATION WHITE ,12,09-08-2011 09:04,0.85,17302.0,United Kingdom
545653,20665,RED RETROSPOT PURSE ,3,04-03-2011 13:39,2.95,15311.0,United Kingdom
536592,22195,LARGE HEART MEASURING SPOONS,4,01-12-2010 17:06,3.36,,United Kingdom
547945,21456,2 PICTURE BOOK EGGS EASTER CHICKS,12,28-03-2011 14:59,1.25,14851.0,United Kingdom
541489,20685,DOORMAT RED RETROSPOT,1,18-01-2011 13:38,7.95,15023.0,United Kingdom
575269,22116,METAL SIGN HIS DINNER IS SERVED,12,09-11-2011 12:08,0.79,17865.0,United Kingdom
574074,23530,WALL ART ONLY ONE PERSON ,3,02-11-2011 15:33,10.79,,United Kingdom
541999,90214E,"LETTER ""E"" BLING KEY RING",4,25-01-2011 10:45,0.83,,United Kingdom
577033,22659,LUNCH BOX I LOVE LONDON,1,17-11-2011 13:16,1.95,17797.0,United Kingdom
540509,22046,TEA PARTY  WRAPPING PAPER ,25,09-01-2011 11:27,0.42,14800.0,United Kingdom
574074,23565,EGG CUP MILKMAID HELGA ,1,02-11-2011 15:33,2.46,,United Kingdom
540395,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,06-01-2011 18:24,3.95,14702.0,United Kingdom
575067,22417,PACK OF 60 SPACEBOY CAKE CASES,24,08-11-2011 12:45,0.55,12583.0,France
549128,22728,ALARM CLOCK BAKELIKE PINK,1,06-04-2011 14:25,3.75,16713.0,United Kingdom
577311,21479,WHITE SKULL HOT WATER BOTTLE ,6,18-11-2011 13:16,4.25,18225.0,United Kingdom
561218,20724,RED RETROSPOT CHARLOTTE BAG,2,25-07-2011 17:11,1.63,,United Kingdom
543162,21171,BATHROOM METAL SIGN ,6,03-02-2011 18:08,1.45,17507.0,United Kingdom
574047,22492,MINI PAINT SET VINTAGE ,36,02-11-2011 13:26,0.65,13318.0,United Kingdom
572194,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,2,21-10-2011 11:43,0.39,17832.0,United Kingdom
576329,21914,BLUE HARMONICA IN BOX ,3,14-11-2011 15:22,2.46,,United Kingdom
565766,22090,PAPER BUNTING RETROSPOT,12,06-09-2011 14:23,2.95,17841.0,United Kingdom
560580,22569,FELTCRAFT CUSHION BUTTERFLY,24,19-07-2011 15:23,3.39,14088.0,United Kingdom
548492,22726,ALARM CLOCK BAKELIKE GREEN,2,31-03-2011 13:14,3.75,17841.0,United Kingdom
577358,21811,HANGING HEART WITH BELL,4,18-11-2011 15:59,0.83,,United Kingdom
578347,22741,FUNKY DIVA PEN,1,24-11-2011 09:26,1.63,,United Kingdom
544466,22479,DAISY GARDEN MARKER,10,20-02-2011 15:43,1.25,14606.0,United Kingdom
580610,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,4,05-12-2011 11:48,5.79,,United Kingdom
